ID,Text Sample,Contains Racial Undertone,Bias Type,Classification Type,Source
1257,Men are better leaders,No,Sexism,Biased,Synthetic
1258,Men are better leaders,No,Sexism,Biased,Synthetic
1259,Girls should focus on family,No,Sexism,Biased,Synthetic
1260,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1261,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1262,Men are better leaders,No,Sexism,Biased,Synthetic
1263,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1264,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1265,Girls should focus on family,No,Sexism,Biased,Synthetic
1266,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1267,Girls should focus on family,No,Sexism,Biased,Synthetic
1268,Girls should focus on family,No,Sexism,Biased,Synthetic
1269,Girls should focus on family,No,Sexism,Biased,Synthetic
1270,Girls should focus on family,No,Sexism,Biased,Synthetic
1271,Girls should focus on family,No,Sexism,Biased,Synthetic
1272,Men are better leaders,No,Sexism,Biased,Synthetic
1273,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1274,Men are better leaders,No,Sexism,Biased,Synthetic
1275,Girls should focus on family,No,Sexism,Biased,Synthetic
1276,Men are better leaders,No,Sexism,Biased,Synthetic
1277,Men are better leaders,No,Sexism,Biased,Synthetic
1278,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1279,Girls should focus on family,No,Sexism,Biased,Synthetic
1280,Men are better leaders,No,Sexism,Biased,Synthetic
1281,Men are better leaders,No,Sexism,Biased,Synthetic
1282,Girls should focus on family,No,Sexism,Biased,Synthetic
1283,Men are better leaders,No,Sexism,Biased,Synthetic
1284,Men are better leaders,No,Sexism,Biased,Synthetic
1285,Girls should focus on family,No,Sexism,Biased,Synthetic
1286,Men are better leaders,No,Sexism,Biased,Synthetic
1287,Girls should focus on family,No,Sexism,Biased,Synthetic
1288,Men are better leaders,No,Sexism,Biased,Synthetic
1289,Men are better leaders,No,Sexism,Biased,Synthetic
1290,Men are better leaders,No,Sexism,Biased,Synthetic
1291,Men are better leaders,No,Sexism,Biased,Synthetic
1292,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1293,Girls should focus on family,No,Sexism,Biased,Synthetic
1294,Men are better leaders,No,Sexism,Biased,Synthetic
1295,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1296,Girls should focus on family,No,Sexism,Biased,Synthetic
1297,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1298,Girls should focus on family,No,Sexism,Biased,Synthetic
1299,Men are better leaders,No,Sexism,Biased,Synthetic
1300,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1301,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1302,Girls should focus on family,No,Sexism,Biased,Synthetic
1303,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1304,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1305,Men are better leaders,No,Sexism,Biased,Synthetic
1306,Men are better leaders,No,Sexism,Biased,Synthetic
1307,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1308,Men are better leaders,No,Sexism,Biased,Synthetic
1309,Girls should focus on family,No,Sexism,Biased,Synthetic
1310,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1311,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1312,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1313,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1314,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1315,Men are better leaders,No,Sexism,Biased,Synthetic
1316,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1317,Girls should focus on family,No,Sexism,Biased,Synthetic
1318,Girls should focus on family,No,Sexism,Biased,Synthetic
1319,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1320,Girls should focus on family,No,Sexism,Biased,Synthetic
1321,Men are better leaders,No,Sexism,Biased,Synthetic
1322,Girls should focus on family,No,Sexism,Biased,Synthetic
1323,Girls should focus on family,No,Sexism,Biased,Synthetic
1324,Girls should focus on family,No,Sexism,Biased,Synthetic
1325,Girls should focus on family,No,Sexism,Biased,Synthetic
1326,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1327,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1328,Girls should focus on family,No,Sexism,Biased,Synthetic
1329,Girls should focus on family,No,Sexism,Biased,Synthetic
1330,Men are better leaders,No,Sexism,Biased,Synthetic
1331,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1332,Girls should focus on family,No,Sexism,Biased,Synthetic
1333,Girls should focus on family,No,Sexism,Biased,Synthetic
1334,Girls should focus on family,No,Sexism,Biased,Synthetic
1335,Girls should focus on family,No,Sexism,Biased,Synthetic
1336,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1337,Girls should focus on family,No,Sexism,Biased,Synthetic
1338,Girls should focus on family,No,Sexism,Biased,Synthetic
1339,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1340,Girls should focus on family,No,Sexism,Biased,Synthetic
1341,Girls should focus on family,No,Sexism,Biased,Synthetic
1342,Men are better leaders,No,Sexism,Biased,Synthetic
1343,Girls should focus on family,No,Sexism,Biased,Synthetic
1344,Girls should focus on family,No,Sexism,Biased,Synthetic
1345,Girls should focus on family,No,Sexism,Biased,Synthetic
1346,Men are better leaders,No,Sexism,Biased,Synthetic
1347,Men are better leaders,No,Sexism,Biased,Synthetic
1348,Men are better leaders,No,Sexism,Biased,Synthetic
1349,Girls should focus on family,No,Sexism,Biased,Synthetic
1350,Men are better leaders,No,Sexism,Biased,Synthetic
1351,Girls should focus on family,No,Sexism,Biased,Synthetic
1352,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1353,Men are better leaders,No,Sexism,Biased,Synthetic
1354,Men are better leaders,No,Sexism,Biased,Synthetic
1355,Girls should focus on family,No,Sexism,Biased,Synthetic
1356,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1357,Girls should focus on family,No,Sexism,Biased,Synthetic
1358,Men are better leaders,No,Sexism,Biased,Synthetic
1359,Girls should focus on family,No,Sexism,Biased,Synthetic
1360,Men are better leaders,No,Sexism,Biased,Synthetic
1361,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1362,Men are better leaders,No,Sexism,Biased,Synthetic
1363,Girls should focus on family,No,Sexism,Biased,Synthetic
1364,Men are better leaders,No,Sexism,Biased,Synthetic
1365,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1366,Men are better leaders,No,Sexism,Biased,Synthetic
1367,Girls should focus on family,No,Sexism,Biased,Synthetic
1368,Girls should focus on family,No,Sexism,Biased,Synthetic
1369,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1370,Men are better leaders,No,Sexism,Biased,Synthetic
1371,Girls should focus on family,No,Sexism,Biased,Synthetic
1372,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1373,Girls should focus on family,No,Sexism,Biased,Synthetic
1374,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1375,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1376,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1377,Men are better leaders,No,Sexism,Biased,Synthetic
1378,Girls should focus on family,No,Sexism,Biased,Synthetic
1379,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1380,Men are better leaders,No,Sexism,Biased,Synthetic
1381,Girls should focus on family,No,Sexism,Biased,Synthetic
1382,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1383,Men are better leaders,No,Sexism,Biased,Synthetic
1384,Men are better leaders,No,Sexism,Biased,Synthetic
1385,Girls should focus on family,No,Sexism,Biased,Synthetic
1386,Girls should focus on family,No,Sexism,Biased,Synthetic
1387,Girls should focus on family,No,Sexism,Biased,Synthetic
1388,Girls should focus on family,No,Sexism,Biased,Synthetic
1389,Men are better leaders,No,Sexism,Biased,Synthetic
1390,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1391,Men are better leaders,No,Sexism,Biased,Synthetic
1392,Men are better leaders,No,Sexism,Biased,Synthetic
1393,Girls should focus on family,No,Sexism,Biased,Synthetic
1394,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1395,Men are better leaders,No,Sexism,Biased,Synthetic
1396,Girls should focus on family,No,Sexism,Biased,Synthetic
1397,Men are better leaders,No,Sexism,Biased,Synthetic
1398,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1399,Men are better leaders,No,Sexism,Biased,Synthetic
1400,Women are not suited for leadership,No,Sexism,Biased,Synthetic
1401,They all look the same,Yes,Racism,Biased,Synthetic
1402,They all look the same,Yes,Racism,Biased,Synthetic
1403,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1404,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1405,They all look the same,Yes,Racism,Biased,Synthetic
1406,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1407,They all look the same,Yes,Racism,Biased,Synthetic
1408,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1409,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1410,They all look the same,Yes,Racism,Biased,Synthetic
1411,They all look the same,Yes,Racism,Biased,Synthetic
1412,They all look the same,Yes,Racism,Biased,Synthetic
1413,They all look the same,Yes,Racism,Biased,Synthetic
1414,They all look the same,Yes,Racism,Biased,Synthetic
1415,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1416,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1417,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1418,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1419,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1420,They all look the same,Yes,Racism,Biased,Synthetic
1421,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1422,They all look the same,Yes,Racism,Biased,Synthetic
1423,They all look the same,Yes,Racism,Biased,Synthetic
1424,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1425,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1426,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1427,They all look the same,Yes,Racism,Biased,Synthetic
1428,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1429,They all look the same,Yes,Racism,Biased,Synthetic
1430,They all look the same,Yes,Racism,Biased,Synthetic
1431,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1432,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1433,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1434,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1435,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1436,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1437,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1438,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1439,They all look the same,Yes,Racism,Biased,Synthetic
1440,They all look the same,Yes,Racism,Biased,Synthetic
1441,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1442,They all look the same,Yes,Racism,Biased,Synthetic
1443,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1444,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1445,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1446,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1447,They all look the same,Yes,Racism,Biased,Synthetic
1448,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1449,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1450,They all look the same,Yes,Racism,Biased,Synthetic
1451,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1452,They all look the same,Yes,Racism,Biased,Synthetic
1453,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1454,They all look the same,Yes,Racism,Biased,Synthetic
1455,They all look the same,Yes,Racism,Biased,Synthetic
1456,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1457,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1458,They all look the same,Yes,Racism,Biased,Synthetic
1459,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1460,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1461,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1462,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1463,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1464,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1465,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1466,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1467,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1468,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1469,They all look the same,Yes,Racism,Biased,Synthetic
1470,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1471,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1472,They all look the same,Yes,Racism,Biased,Synthetic
1473,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1474,They all look the same,Yes,Racism,Biased,Synthetic
1475,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1476,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1477,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1478,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1479,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1480,They all look the same,Yes,Racism,Biased,Synthetic
1481,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1482,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1483,They all look the same,Yes,Racism,Biased,Synthetic
1484,They all look the same,Yes,Racism,Biased,Synthetic
1485,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1486,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1487,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1488,They all look the same,Yes,Racism,Biased,Synthetic
1489,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1490,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1491,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1492,They all look the same,Yes,Racism,Biased,Synthetic
1493,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1494,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1495,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1496,They all look the same,Yes,Racism,Biased,Synthetic
1497,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1498,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1499,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1500,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1501,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1502,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1503,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1504,They all look the same,Yes,Racism,Biased,Synthetic
1505,They all look the same,Yes,Racism,Biased,Synthetic
1506,They all look the same,Yes,Racism,Biased,Synthetic
1507,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1508,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1509,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1510,They all look the same,Yes,Racism,Biased,Synthetic
1511,They all look the same,Yes,Racism,Biased,Synthetic
1512,They all look the same,Yes,Racism,Biased,Synthetic
1513,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1514,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1515,They all look the same,Yes,Racism,Biased,Synthetic
1516,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1517,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1518,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1519,They all look the same,Yes,Racism,Biased,Synthetic
1520,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1521,They all look the same,Yes,Racism,Biased,Synthetic
1522,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1523,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1524,They all look the same,Yes,Racism,Biased,Synthetic
1525,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1526,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1527,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1528,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1529,They all look the same,Yes,Racism,Biased,Synthetic
1530,They all look the same,Yes,Racism,Biased,Synthetic
1531,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1532,They all look the same,Yes,Racism,Biased,Synthetic
1533,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1534,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1535,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1536,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1537,They all look the same,Yes,Racism,Biased,Synthetic
1538,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1539,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1540,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1541,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1542,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1543,They all look the same,Yes,Racism,Biased,Synthetic
1544,They all look the same,Yes,Racism,Biased,Synthetic
1545,They all look the same,Yes,Racism,Biased,Synthetic
1546,They all look the same,Yes,Racism,Biased,Synthetic
1547,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1548,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1549,They all look the same,Yes,Racism,Biased,Synthetic
1550,They all look the same,Yes,Racism,Biased,Synthetic
1551,They all look the same,Yes,Racism,Biased,Synthetic
1552,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1553,They all look the same,Yes,Racism,Biased,Synthetic
1554,They all look the same,Yes,Racism,Biased,Synthetic
1555,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1556,They all look the same,Yes,Racism,Biased,Synthetic
1557,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1558,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1559,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1560,They all look the same,Yes,Racism,Biased,Synthetic
1561,They all look the same,Yes,Racism,Biased,Synthetic
1562,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1563,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1564,They all look the same,Yes,Racism,Biased,Synthetic
1565,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1566,They all look the same,Yes,Racism,Biased,Synthetic
1567,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1568,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1569,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1570,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1571,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1572,They all look the same,Yes,Racism,Biased,Synthetic
1573,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1574,They all look the same,Yes,Racism,Biased,Synthetic
1575,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1576,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1577,They all look the same,Yes,Racism,Biased,Synthetic
1578,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1579,They all look the same,Yes,Racism,Biased,Synthetic
1580,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1581,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1582,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1583,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1584,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1585,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1586,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1587,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1588,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1589,They all look the same,Yes,Racism,Biased,Synthetic
1590,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1591,They all look the same,Yes,Racism,Biased,Synthetic
1592,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1593,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1594,They all look the same,Yes,Racism,Biased,Synthetic
1595,They all look the same,Yes,Racism,Biased,Synthetic
1596,They all look the same,Yes,Racism,Biased,Synthetic
1597,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1598,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1599,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1600,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1601,They all look the same,Yes,Racism,Biased,Synthetic
1602,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1603,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1604,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1605,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1606,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1607,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1608,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1609,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1610,They all look the same,Yes,Racism,Biased,Synthetic
1611,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1612,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1613,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1614,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1615,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1616,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1617,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1618,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1619,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1620,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1621,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1622,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1623,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1624,They all look the same,Yes,Racism,Biased,Synthetic
1625,They all look the same,Yes,Racism,Biased,Synthetic
1626,They all look the same,Yes,Racism,Biased,Synthetic
1627,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1628,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1629,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1630,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1631,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1632,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1633,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1634,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1635,They all look the same,Yes,Racism,Biased,Synthetic
1636,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1637,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1638,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1639,They all look the same,Yes,Racism,Biased,Synthetic
1640,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1641,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1642,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1643,They all look the same,Yes,Racism,Biased,Synthetic
1644,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1645,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1646,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1647,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1648,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1649,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1650,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1651,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1652,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1653,They all look the same,Yes,Racism,Biased,Synthetic
1654,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1655,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1656,They all look the same,Yes,Racism,Biased,Synthetic
1657,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1658,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1659,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1660,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1661,They all look the same,Yes,Racism,Biased,Synthetic
1662,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1663,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1664,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1665,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1666,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1667,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1668,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1669,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1670,They all look the same,Yes,Racism,Biased,Synthetic
1671,They all look the same,Yes,Racism,Biased,Synthetic
1672,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1673,They all look the same,Yes,Racism,Biased,Synthetic
1674,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1675,They all look the same,Yes,Racism,Biased,Synthetic
1676,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1677,They all look the same,Yes,Racism,Biased,Synthetic
1678,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1679,They all look the same,Yes,Racism,Biased,Synthetic
1680,They all look the same,Yes,Racism,Biased,Synthetic
1681,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1682,They all look the same,Yes,Racism,Biased,Synthetic
1683,They all look the same,Yes,Racism,Biased,Synthetic
1684,They all look the same,Yes,Racism,Biased,Synthetic
1685,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1686,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1687,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1688,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1689,They all look the same,Yes,Racism,Biased,Synthetic
1690,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1691,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1692,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1693,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1694,They all look the same,Yes,Racism,Biased,Synthetic
1695,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1696,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1697,They all look the same,Yes,Racism,Biased,Synthetic
1698,They all look the same,Yes,Racism,Biased,Synthetic
1699,They all look the same,Yes,Racism,Biased,Synthetic
1700,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1701,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1702,They all look the same,Yes,Racism,Biased,Synthetic
1703,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1704,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1705,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1706,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1707,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1708,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1709,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1710,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1711,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1712,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1713,They all look the same,Yes,Racism,Biased,Synthetic
1714,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1715,They all look the same,Yes,Racism,Biased,Synthetic
1716,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1717,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1718,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1719,They all look the same,Yes,Racism,Biased,Synthetic
1720,People from that race are aggressive,Yes,Racism,Biased,Synthetic
