ID,Text Sample,Contains Racial Undertone,Bias Type,Classification Type,Source
451,d4mn son thats cr4zy #6724,Yes,Offensive Language,Offensive Language,Social Media
35,idc what anyone says this is bs #9358,Yes,Offensive Language,Offensive Language,Social Media
895,This is a thoughtful point #6227,No,None,None,Social Media
354,B!tch please... not happening #2684,Yes,Offensive Language,Offensive Language,Social Media
263,What the h3ll is going on here?? #8984,Yes,Offensive Language,Offensive Language,Social Media
620,Thanks for sharing your thoughts #7313,No,None,None,Social Media
984,This is a thoughtful point #779,No,None,None,Social Media
665,I appreciate your perspective on this topic #2250,No,None,None,Social Media
755,Thanks for sharing your thoughts #533,No,None,None,Social Media
808,This is a well written comment #3760,No,None,None,Social Media
91,He's being a total a**hole rn #5057,Yes,Offensive Language,Offensive Language,Social Media
594,Let's keep the conversation respectful #5500,No,None,None,Social Media
965,This is a thoughtful point #59,No,None,None,Social Media
21,F@ck this I'm done #193,Yes,Offensive Language,Offensive Language,Social Media
656,This is a thoughtful point #4715,No,None,None,Social Media
27,This is complete bs and everyone knows it #5821,Yes,Offensive Language,Offensive Language,Social Media
113,b1tch pls ur wr0ng #8093,Yes,Offensive Language,Offensive Language,Social Media
128,r u f***ing kidding me rn??? #8194,Yes,Offensive Language,Offensive Language,Social Media
877,This discussion is quite interesting #5141,No,None,None,Social Media
46,He's being a total a**hole rn #3122,Yes,Offensive Language,Offensive Language,Social Media
812,We should consider multiple viewpoints #4171,No,None,None,Social Media
964,This is helpful information #3545,No,None,None,Social Media
135,stfu nobody asked for your opinion #1051,Yes,Offensive Language,Offensive Language,Social Media
725,This is a well written comment #1496,No,None,None,Social Media
502,I appreciate your perspective on this topic #162,No,None,None,Social Media
10,omg this is such bullsh*t wtf 😡 #6691,Yes,Offensive Language,Offensive Language,Social Media
117,wtf is wrong with you lmao #6390,Yes,Offensive Language,Offensive Language,Social Media
954,This is a thoughtful point #2275,No,None,None,Social Media
769,This is a well written comment #9442,No,None,None,Social Media
872,Let's keep the conversation respectful #7752,No,None,None,Social Media
127,What the hell were they thinking??? #9421,Yes,Offensive Language,Offensive Language,Social Media
576,I agree with your analysis #6438,No,None,None,Social Media
77,This is f*cking ridiculous tbh #6485,Yes,Offensive Language,Offensive Language,Social Media
878,We should consider multiple viewpoints #5997,No,None,None,Social Media
519,Let's keep the conversation respectful #1479,No,None,None,Social Media
764,We should consider multiple viewpoints #2530,No,None,None,Social Media
934,Thanks for sharing your thoughts #5342,No,None,None,Social Media
65,What the h3ll is going on here?? #252,Yes,Offensive Language,Offensive Language,Social Media
233,This is f*cking ridiculous tbh #6311,Yes,Offensive Language,Offensive Language,Social Media
575,We should consider multiple viewpoints #2375,No,None,None,Social Media
376,This is f*cking ridiculous tbh #1785,Yes,Offensive Language,Offensive Language,Social Media
2,This is complete bs and everyone knows it #9211,Yes,Offensive Language,Offensive Language,Social Media
177,r u f***ing kidding me rn??? #3768,Yes,Offensive Language,Offensive Language,Social Media
24,ngl this is pretty damn stupid imo #1820,Yes,Offensive Language,Offensive Language,Social Media
652,This is a thoughtful point #1440,No,None,None,Social Media
876,This discussion is quite interesting #4882,No,None,None,Social Media
508,This is helpful information #5767,No,None,None,Social Media
40,What the hell were they thinking??? #690,Yes,Offensive Language,Offensive Language,Social Media
57,You're full of sh*t dude #196,Yes,Offensive Language,Offensive Language,Social Media
525,I think this makes sense #9150,No,None,None,Social Media
124,F@ck this I'm done #5685,Yes,Offensive Language,Offensive Language,Social Media
402,What the h3ll is going on here?? #3554,Yes,Offensive Language,Offensive Language,Social Media
545,I think this makes sense #9278,No,None,None,Social Media
537,I think this makes sense #6396,No,None,None,Social Media
767,Thanks for sharing your thoughts #7188,No,None,None,Social Media
705,This is a thoughtful point #860,No,None,None,Social Media
201,wtf is wrong with you lmao #2357,Yes,Offensive Language,Offensive Language,Social Media
552,This is a thoughtful point #205,No,None,None,Social Media
456,th1s 1s s0 dum8 #6435,Yes,Offensive Language,Offensive Language,Social Media
531,This is a thoughtful point #4675,No,None,None,Social Media
668,I think this makes sense #2966,No,None,None,Social Media
227,This is f*cking ridiculous tbh #34,Yes,Offensive Language,Offensive Language,Social Media
818,I think this makes sense #3624,No,None,None,Social Media
312,Th!s is $o st*pid omg #2537,Yes,Offensive Language,Offensive Language,Social Media
164,stfu nobody asked for your opinion #1916,Yes,Offensive Language,Offensive Language,Social Media
521,This is a well written comment #6324,No,None,None,Social Media
609,I appreciate your perspective on this topic #1992,No,None,None,Social Media
960,We should consider multiple viewpoints #7964,No,None,None,Social Media
369,Th!s is $o st*pid omg #5789,Yes,Offensive Language,Offensive Language,Social Media
31,This is f*cking ridiculous tbh #9157,Yes,Offensive Language,Offensive Language,Social Media
115,That's some bull$hit right there #4774,Yes,Offensive Language,Offensive Language,Social Media
486,F@ck this I'm done #2937,Yes,Offensive Language,Offensive Language,Social Media
337,This is complete bs and everyone knows it #7825,Yes,Offensive Language,Offensive Language,Social Media
461,What a b*tch move honestly #8822,Yes,Offensive Language,Offensive Language,Social Media
561,I agree with your analysis #7633,No,None,None,Social Media
687,I agree with your analysis #2546,No,None,None,Social Media
879,Thanks for sharing your thoughts #2375,No,None,None,Social Media
379,r u f***ing kidding me rn??? #4712,Yes,Offensive Language,Offensive Language,Social Media
555,We should consider multiple viewpoints #2319,No,None,None,Social Media
672,I think this makes sense #1395,No,None,None,Social Media
165,gtfo with that weak argument lol #6712,Yes,Offensive Language,Offensive Language,Social Media
881,I agree with your analysis #6759,No,None,None,Social Media
391,This is f*cking ridiculous tbh #1037,Yes,Offensive Language,Offensive Language,Social Media
999,I think this makes sense #3213,No,None,None,Social Media
644,This is helpful information #691,No,None,None,Social Media
68,This sh!t is crazy af #5347,Yes,Offensive Language,Offensive Language,Social Media
465,F@ck this I'm done #9360,Yes,Offensive Language,Offensive Language,Social Media
253,ngl this is pretty damn stupid imo #320,Yes,Offensive Language,Offensive Language,Social Media
825,This is a well written comment #2933,No,None,None,Social Media
611,This is a well written comment #6071,No,None,None,Social Media
684,This is a well written comment #3479,No,None,None,Social Media
483,Th!s is $o st*pid omg #1051,Yes,Offensive Language,Offensive Language,Social Media
99,Stop being such a d*ck about it #3149,Yes,Offensive Language,Offensive Language,Social Media
888,This discussion is quite interesting #3563,No,None,None,Social Media
217,This sh!t is crazy af #2498,Yes,Offensive Language,Offensive Language,Social Media
213,r u f***ing kidding me rn??? #1421,Yes,Offensive Language,Offensive Language,Social Media
641,Thanks for sharing your thoughts #9283,No,None,None,Social Media
15,th1s 1s s0 dum8 #1972,Yes,Offensive Language,Offensive Language,Social Media
252,b1tch pls ur wr0ng #6234,Yes,Offensive Language,Offensive Language,Social Media
618,We should consider multiple viewpoints #8271,No,None,None,Social Media
873,This is a well written comment #275,No,None,None,Social Media
446,sh1t just got real tbh #9455,Yes,Offensive Language,Offensive Language,Social Media
98,omg this is such bullsh*t wtf 😡 #9742,Yes,Offensive Language,Offensive Language,Social Media
985,I appreciate your perspective on this topic #1291,No,None,None,Social Media
749,This is a well written comment #6365,No,None,None,Social Media
126,stfu nobody asked for your opinion #6136,Yes,Offensive Language,Offensive Language,Social Media
605,We should consider multiple viewpoints #2267,No,None,None,Social Media
706,We should consider multiple viewpoints #8508,No,None,None,Social Media
458,gtfo with that weak argument lol #5725,Yes,Offensive Language,Offensive Language,Social Media
154,r u f***ing kidding me rn??? #6602,Yes,Offensive Language,Offensive Language,Social Media
185,d4mn son thats cr4zy #2097,Yes,Offensive Language,Offensive Language,Social Media
347,Stop being such a d*ck about it #7891,Yes,Offensive Language,Offensive Language,Social Media
174,Get the f*** out of here with that nonsense #4188,Yes,Offensive Language,Offensive Language,Social Media
885,This is helpful information #809,No,None,None,Social Media
453,This is such a damn mess smh #1996,Yes,Offensive Language,Offensive Language,Social Media
48,lmao what kind of sh!tty take is that #4253,Yes,Offensive Language,Offensive Language,Social Media
714,This discussion is quite interesting #2299,No,None,None,Social Media
804,I appreciate your perspective on this topic #6200,No,None,None,Social Media
301,d4mn son thats cr4zy #8660,Yes,Offensive Language,Offensive Language,Social Media
380,sh1t just got real tbh #2351,Yes,Offensive Language,Offensive Language,Social Media
802,This is a well written comment #1403,No,None,None,Social Media
296,Th!s is $o st*pid omg #9414,Yes,Offensive Language,Offensive Language,Social Media
435,Stop being such a d*ck about it #5820,Yes,Offensive Language,Offensive Language,Social Media
517,This discussion is quite interesting #3561,No,None,None,Social Media
990,This is helpful information #1022,No,None,None,Social Media
358,That's some bull$hit right there #1143,Yes,Offensive Language,Offensive Language,Social Media
416,F@ck this I'm done #1872,Yes,Offensive Language,Offensive Language,Social Media
814,I agree with your analysis #1986,No,None,None,Social Media
933,Thanks for sharing your thoughts #7158,No,None,None,Social Media
153,bruh wtf... this is some a$$ content #8954,Yes,Offensive Language,Offensive Language,Social Media
891,I think this makes sense #3885,No,None,None,Social Media
403,This sh!t is crazy af #8708,Yes,Offensive Language,Offensive Language,Social Media
938,This is a thoughtful point #1496,No,None,None,Social Media
930,We should consider multiple viewpoints #813,No,None,None,Social Media
1000,We should consider multiple viewpoints #2146,No,None,None,Social Media
691,Let's keep the conversation respectful #2092,No,None,None,Social Media
131,omg this is such bullsh*t wtf 😡 #1801,Yes,Offensive Language,Offensive Language,Social Media
368,ngl this is pretty damn stupid imo #4490,Yes,Offensive Language,Offensive Language,Social Media
700,Thanks for sharing your thoughts #9437,No,None,None,Social Media
205,F@ck this I'm done #7443,Yes,Offensive Language,Offensive Language,Social Media
583,We should consider multiple viewpoints #8424,No,None,None,Social Media
45,th1s 1s s0 dum8 #7822,Yes,Offensive Language,Offensive Language,Social Media
617,We should consider multiple viewpoints #668,No,None,None,Social Media
495,You're full of sh*t dude #2566,Yes,Offensive Language,Offensive Language,Social Media
410,wtf is wrong with you lmao #5082,Yes,Offensive Language,Offensive Language,Social Media
906,This is a well written comment #1037,No,None,None,Social Media
624,We should consider multiple viewpoints #1858,No,None,None,Social Media
90,gtfo with that weak argument lol #1421,Yes,Offensive Language,Offensive Language,Social Media
184,fvck th4t n0ise #4247,Yes,Offensive Language,Offensive Language,Social Media
191,He's being a total a**hole rn #5645,Yes,Offensive Language,Offensive Language,Social Media
388,r u f***ing kidding me rn??? #8296,Yes,Offensive Language,Offensive Language,Social Media
231,F@ck this I'm done #4930,Yes,Offensive Language,Offensive Language,Social Media
66,lmao what kind of sh!tty take is that #9075,Yes,Offensive Language,Offensive Language,Social Media
331,B!tch please... not happening #7808,Yes,Offensive Language,Offensive Language,Social Media
621,I think this makes sense #1322,No,None,None,Social Media
247,wtf is wrong with you lmao #783,Yes,Offensive Language,Offensive Language,Social Media
427,bruh wtf... this is some a$$ content #2286,Yes,Offensive Language,Offensive Language,Social Media
470,B!tch please... not happening #7039,Yes,Offensive Language,Offensive Language,Social Media
110,What the hell were they thinking??? #9300,Yes,Offensive Language,Offensive Language,Social Media
37,This is such a damn mess smh #429,Yes,Offensive Language,Offensive Language,Social Media
423,b1tch pls ur wr0ng #644,Yes,Offensive Language,Offensive Language,Social Media
52,omg this is such bullsh*t wtf 😡 #2515,Yes,Offensive Language,Offensive Language,Social Media
730,Thanks for sharing your thoughts #378,No,None,None,Social Media
718,Let's keep the conversation respectful #8724,No,None,None,Social Media
202,That's some bull$hit right there #5664,Yes,Offensive Language,Offensive Language,Social Media
491,gtfo with that weak argument lol #2928,Yes,Offensive Language,Offensive Language,Social Media
569,This is a well written comment #8019,No,None,None,Social Media
890,I agree with your analysis #9656,No,None,None,Social Media
857,This is a well written comment #9927,No,None,None,Social Media
977,Let's keep the conversation respectful #6502,No,None,None,Social Media
524,This is a well written comment #1888,No,None,None,Social Media
559,I think this makes sense #7659,No,None,None,Social Media
200,Stop being such a d*ck about it #6368,Yes,Offensive Language,Offensive Language,Social Media
457,This is f*cking ridiculous tbh #2610,Yes,Offensive Language,Offensive Language,Social Media
280,r u f***ing kidding me rn??? #7342,Yes,Offensive Language,Offensive Language,Social Media
587,I think this makes sense #6301,No,None,None,Social Media
794,I think this makes sense #902,No,None,None,Social Media
229,fvck th4t n0ise #9348,Yes,Offensive Language,Offensive Language,Social Media
887,This is helpful information #4295,No,None,None,Social Media
509,We should consider multiple viewpoints #7416,No,None,None,Social Media
806,Let's keep the conversation respectful #8810,No,None,None,Social Media
306,What the h3ll is going on here?? #9508,Yes,Offensive Language,Offensive Language,Social Media
222,fvck th4t n0ise #7994,Yes,Offensive Language,Offensive Language,Social Media
102,This is f*cking ridiculous tbh #9913,Yes,Offensive Language,Offensive Language,Social Media
795,I think this makes sense #5642,No,None,None,Social Media
244,What the hell were they thinking??? #68,Yes,Offensive Language,Offensive Language,Social Media
593,This is a thoughtful point #2058,No,None,None,Social Media
287,F@ck this I'm done #7338,Yes,Offensive Language,Offensive Language,Social Media
832,I agree with your analysis #2845,No,None,None,Social Media
856,Let's keep the conversation respectful #2561,No,None,None,Social Media
20,He's being a total a**hole rn #2713,Yes,Offensive Language,Offensive Language,Social Media
169,gtfo with that weak argument lol #7692,Yes,Offensive Language,Offensive Language,Social Media
41,This is f*cking ridiculous tbh #8966,Yes,Offensive Language,Offensive Language,Social Media
798,We should consider multiple viewpoints #6671,No,None,None,Social Media
367,This is complete bs and everyone knows it #3331,Yes,Offensive Language,Offensive Language,Social Media
751,This discussion is quite interesting #1912,No,None,None,Social Media
898,This is a thoughtful point #8762,No,None,None,Social Media
997,Let's keep the conversation respectful #4451,No,None,None,Social Media
149,omg this is such bullsh*t wtf 😡 #1940,Yes,Offensive Language,Offensive Language,Social Media
397,gtfo with that weak argument lol #1363,Yes,Offensive Language,Offensive Language,Social Media
288,smh people are so fn stupid these days #8669,Yes,Offensive Language,Offensive Language,Social Media
361,smh people are so fn stupid these days #3008,Yes,Offensive Language,Offensive Language,Social Media
478,d4mn son thats cr4zy #7229,Yes,Offensive Language,Offensive Language,Social Media
824,Thanks for sharing your thoughts #8901,No,None,None,Social Media
4,sh1t just got real tbh #2097,Yes,Offensive Language,Offensive Language,Social Media
626,Let's keep the conversation respectful #8295,No,None,None,Social Media
748,This is a thoughtful point #3570,No,None,None,Social Media
228,th1s 1s s0 dum8 #4762,Yes,Offensive Language,Offensive Language,Social Media
780,We should consider multiple viewpoints #2060,No,None,None,Social Media
920,I agree with your analysis #6397,No,None,None,Social Media
638,I think this makes sense #8483,No,None,None,Social Media
950,This discussion is quite interesting #4913,No,None,None,Social Media
663,Thanks for sharing your thoughts #6608,No,None,None,Social Media
917,This is a thoughtful point #8261,No,None,None,Social Media
214,He's being a total a**hole rn #5711,Yes,Offensive Language,Offensive Language,Social Media
592,I agree with your analysis #5959,No,None,None,Social Media
653,Let's keep the conversation respectful #8877,No,None,None,Social Media
858,We should consider multiple viewpoints #5683,No,None,None,Social Media
53,gtfo with that weak argument lol #1823,Yes,Offensive Language,Offensive Language,Social Media
995,This discussion is quite interesting #4670,No,None,None,Social Media
547,This is helpful information #7480,No,None,None,Social Media
623,I agree with your analysis #9480,No,None,None,Social Media
662,I appreciate your perspective on this topic #749,No,None,None,Social Media
81,Get the f*** out of here with that nonsense #8054,Yes,Offensive Language,Offensive Language,Social Media
627,This discussion is quite interesting #1025,No,None,None,Social Media
958,This discussion is quite interesting #9998,No,None,None,Social Media
292,b1tch pls ur wr0ng #4379,Yes,Offensive Language,Offensive Language,Social Media
698,This is helpful information #6467,No,None,None,Social Media
274,th1s 1s s0 dum8 #8457,Yes,Offensive Language,Offensive Language,Social Media
932,This discussion is quite interesting #5093,No,None,None,Social Media
105,b1tch pls ur wr0ng #6552,Yes,Offensive Language,Offensive Language,Social Media
14,b1tch pls ur wr0ng #4269,Yes,Offensive Language,Offensive Language,Social Media
400,gtfo with that weak argument lol #5593,Yes,Offensive Language,Offensive Language,Social Media
44,sh1t just got real tbh #1717,Yes,Offensive Language,Offensive Language,Social Media
821,I agree with your analysis #2601,No,None,None,Social Media
987,We should consider multiple viewpoints #6364,No,None,None,Social Media
922,I think this makes sense #9904,No,None,None,Social Media
178,This is such a damn mess smh #8760,Yes,Offensive Language,Offensive Language,Social Media
310,stfu nobody asked for your opinion #8791,Yes,Offensive Language,Offensive Language,Social Media
396,He's being a total a**hole rn #989,Yes,Offensive Language,Offensive Language,Social Media
947,I think this makes sense #1254,No,None,None,Social Media
242,What a b*tch move honestly #8855,Yes,Offensive Language,Offensive Language,Social Media
243,F@ck this I'm done #874,Yes,Offensive Language,Offensive Language,Social Media
803,This discussion is quite interesting #9061,No,None,None,Social Media
512,Let's keep the conversation respectful #4018,No,None,None,Social Media
74,Get the f*** out of here with that nonsense #2890,Yes,Offensive Language,Offensive Language,Social Media
741,This discussion is quite interesting #6969,No,None,None,Social Media
348,This is f*cking ridiculous tbh #2951,Yes,Offensive Language,Offensive Language,Social Media
494,gtfo with that weak argument lol #5682,Yes,Offensive Language,Offensive Language,Social Media
246,What the h3ll is going on here?? #418,Yes,Offensive Language,Offensive Language,Social Media
28,That's some bull$hit right there #8078,Yes,Offensive Language,Offensive Language,Social Media
961,Let's keep the conversation respectful #8363,No,None,None,Social Media
892,Thanks for sharing your thoughts #8003,No,None,None,Social Media
916,This is helpful information #7423,No,None,None,Social Media
996,This is helpful information #7590,No,None,None,Social Media
862,I appreciate your perspective on this topic #3880,No,None,None,Social Media
29,What a b*tch move honestly #5381,Yes,Offensive Language,Offensive Language,Social Media
571,This discussion is quite interesting #7705,No,None,None,Social Media
702,We should consider multiple viewpoints #1109,No,None,None,Social Media
472,What a b*tch move honestly #5879,Yes,Offensive Language,Offensive Language,Social Media
198,lmao what kind of sh!tty take is that #8235,Yes,Offensive Language,Offensive Language,Social Media
585,Thanks for sharing your thoughts #2739,No,None,None,Social Media
484,th1s 1s s0 dum8 #3001,Yes,Offensive Language,Offensive Language,Social Media
712,I think this makes sense #4849,No,None,None,Social Media
7,lmao what kind of sh!tty take is that #3581,Yes,Offensive Language,Offensive Language,Social Media
613,This is a thoughtful point #9403,No,None,None,Social Media
414,You're full of sh*t dude #7417,Yes,Offensive Language,Offensive Language,Social Media
742,Thanks for sharing your thoughts #9567,No,None,None,Social Media
80,That's some bull$hit right there #7790,Yes,Offensive Language,Offensive Language,Social Media
256,F@ck this I'm done #5567,Yes,Offensive Language,Offensive Language,Social Media
645,We should consider multiple viewpoints #6525,No,None,None,Social Media
562,I agree with your analysis #724,No,None,None,Social Media
277,fvck th4t n0ise #2352,Yes,Offensive Language,Offensive Language,Social Media
819,Thanks for sharing your thoughts #2723,No,None,None,Social Media
381,bruh wtf... this is some a$$ content #7312,Yes,Offensive Language,Offensive Language,Social Media
196,gtfo with that weak argument lol #9959,Yes,Offensive Language,Offensive Language,Social Media
92,What the hell were they thinking??? #8354,Yes,Offensive Language,Offensive Language,Social Media
267,What the hell were they thinking??? #59,Yes,Offensive Language,Offensive Language,Social Media
466,Stop being such a d*ck about it #3457,Yes,Offensive Language,Offensive Language,Social Media
119,What a b*tch move honestly #8784,Yes,Offensive Language,Offensive Language,Social Media
778,This is a well written comment #9180,No,None,None,Social Media
163,He's being a total a**hole rn #2911,Yes,Offensive Language,Offensive Language,Social Media
738,This is helpful information #735,No,None,None,Social Media
943,This is a well written comment #1725,No,None,None,Social Media
601,Thanks for sharing your thoughts #3763,No,None,None,Social Media
371,This is f*cking ridiculous tbh #6885,Yes,Offensive Language,Offensive Language,Social Media
485,gtfo with that weak argument lol #6375,Yes,Offensive Language,Offensive Language,Social Media
889,Thanks for sharing your thoughts #6979,No,None,None,Social Media
419,ngl this is pretty damn stupid imo #1436,Yes,Offensive Language,Offensive Language,Social Media
707,I agree with your analysis #1044,No,None,None,Social Media
511,Let's keep the conversation respectful #7965,No,None,None,Social Media
101,You're full of sh*t dude #7087,Yes,Offensive Language,Offensive Language,Social Media
720,Thanks for sharing your thoughts #9702,No,None,None,Social Media
373,gtfo with that weak argument lol #5961,Yes,Offensive Language,Offensive Language,Social Media
384,d4mn son thats cr4zy #5996,Yes,Offensive Language,Offensive Language,Social Media
221,This sh!t is crazy af #6337,Yes,Offensive Language,Offensive Language,Social Media
408,That's some bull$hit right there #8222,Yes,Offensive Language,Offensive Language,Social Media
343,He's being a total a**hole rn #2829,Yes,Offensive Language,Offensive Language,Social Media
5,idc what anyone says this is bs #577,Yes,Offensive Language,Offensive Language,Social Media
923,Thanks for sharing your thoughts #957,No,None,None,Social Media
992,This discussion is quite interesting #1628,No,None,None,Social Media
542,This is a thoughtful point #999,No,None,None,Social Media
893,I think this makes sense #6677,No,None,None,Social Media
860,I agree with your analysis #6378,No,None,None,Social Media
968,I appreciate your perspective on this topic #2447,No,None,None,Social Media
756,I agree with your analysis #4693,No,None,None,Social Media
199,This is f*cking ridiculous tbh #4690,Yes,Offensive Language,Offensive Language,Social Media
830,We should consider multiple viewpoints #1197,No,None,None,Social Media
566,I think this makes sense #3572,No,None,None,Social Media
604,I appreciate your perspective on this topic #3034,No,None,None,Social Media
768,This is a well written comment #1577,No,None,None,Social Media
753,This is a well written comment #6302,No,None,None,Social Media
835,This discussion is quite interesting #4509,No,None,None,Social Media
394,You're full of sh*t dude #1936,Yes,Offensive Language,Offensive Language,Social Media
268,sh1t just got real tbh #7387,Yes,Offensive Language,Offensive Language,Social Media
590,Thanks for sharing your thoughts #8332,No,None,None,Social Media
459,Th!s is $o st*pid omg #8064,Yes,Offensive Language,Offensive Language,Social Media
761,This is a thoughtful point #860,No,None,None,Social Media
909,Thanks for sharing your thoughts #1087,No,None,None,Social Media
293,What the hell were they thinking??? #5665,Yes,Offensive Language,Offensive Language,Social Media
122,F@ck this I'm done #1096,Yes,Offensive Language,Offensive Language,Social Media
801,I think this makes sense #8300,No,None,None,Social Media
777,I agree with your analysis #8920,No,None,None,Social Media
664,We should consider multiple viewpoints #5269,No,None,None,Social Media
647,Thanks for sharing your thoughts #6869,No,None,None,Social Media
941,We should consider multiple viewpoints #3574,No,None,None,Social Media
556,We should consider multiple viewpoints #568,No,None,None,Social Media
489,This is f*cking ridiculous tbh #5665,Yes,Offensive Language,Offensive Language,Social Media
866,Let's keep the conversation respectful #8339,No,None,None,Social Media
692,This is helpful information #1370,No,None,None,Social Media
32,wtf is wrong with you lmao #9069,Yes,Offensive Language,Offensive Language,Social Media
95,You're full of sh*t dude #4463,Yes,Offensive Language,Offensive Language,Social Media
436,fvck th4t n0ise #7589,Yes,Offensive Language,Offensive Language,Social Media
619,I appreciate your perspective on this topic #5128,No,None,None,Social Media
327,ngl this is pretty damn stupid imo #5497,Yes,Offensive Language,Offensive Language,Social Media
771,We should consider multiple viewpoints #5794,No,None,None,Social Media
650,Thanks for sharing your thoughts #6414,No,None,None,Social Media
84,b1tch pls ur wr0ng #5098,Yes,Offensive Language,Offensive Language,Social Media
800,We should consider multiple viewpoints #7037,No,None,None,Social Media
316,fvck th4t n0ise #5712,Yes,Offensive Language,Offensive Language,Social Media
71,What the h3ll is going on here?? #9069,Yes,Offensive Language,Offensive Language,Social Media
481,gtfo with that weak argument lol #4982,Yes,Offensive Language,Offensive Language,Social Media
359,This is such a damn mess smh #4968,Yes,Offensive Language,Offensive Language,Social Media
853,Thanks for sharing your thoughts #7832,No,None,None,Social Media
180,bruh wtf... this is some a$$ content #9940,Yes,Offensive Language,Offensive Language,Social Media
318,What a b*tch move honestly #9738,Yes,Offensive Language,Offensive Language,Social Media
522,I think this makes sense #7066,No,None,None,Social Media
843,This is a thoughtful point #4811,No,None,None,Social Media
341,th1s 1s s0 dum8 #7133,Yes,Offensive Language,Offensive Language,Social Media
579,This is a thoughtful point #3285,No,None,None,Social Media
156,idc what anyone says this is bs #1131,Yes,Offensive Language,Offensive Language,Social Media
534,This discussion is quite interesting #4085,No,None,None,Social Media
796,Thanks for sharing your thoughts #8596,No,None,None,Social Media
269,This is complete bs and everyone knows it #2621,Yes,Offensive Language,Offensive Language,Social Media
535,This is a well written comment #9676,No,None,None,Social Media
454,stfu nobody asked for your opinion #924,Yes,Offensive Language,Offensive Language,Social Media
275,r u f***ing kidding me rn??? #8713,Yes,Offensive Language,Offensive Language,Social Media
963,We should consider multiple viewpoints #8511,No,None,None,Social Media
701,This is a well written comment #6207,No,None,None,Social Media
264,gtfo with that weak argument lol #7781,Yes,Offensive Language,Offensive Language,Social Media
209,Get the f*** out of here with that nonsense #7616,Yes,Offensive Language,Offensive Language,Social Media
507,This discussion is quite interesting #2455,No,None,None,Social Media
993,I agree with your analysis #4060,No,None,None,Social Media
956,I agree with your analysis #2514,No,None,None,Social Media
557,This is a thoughtful point #4362,No,None,None,Social Media
874,We should consider multiple viewpoints #8573,No,None,None,Social Media
782,This is helpful information #4825,No,None,None,Social Media
336,sh1t just got real tbh #6940,Yes,Offensive Language,Offensive Language,Social Media
448,You're full of sh*t dude #9313,Yes,Offensive Language,Offensive Language,Social Media
86,Th!s is $o st*pid omg #7998,Yes,Offensive Language,Offensive Language,Social Media
717,Let's keep the conversation respectful #8692,No,None,None,Social Media
12,This is such a damn mess smh #8824,Yes,Offensive Language,Offensive Language,Social Media
55,That's some bull$hit right there #6993,Yes,Offensive Language,Offensive Language,Social Media
442,B!tch please... not happening #3852,Yes,Offensive Language,Offensive Language,Social Media
261,Get the f*** out of here with that nonsense #6220,Yes,Offensive Language,Offensive Language,Social Media
674,We should consider multiple viewpoints #6825,No,None,None,Social Media
441,lmao what kind of sh!tty take is that #715,Yes,Offensive Language,Offensive Language,Social Media
729,Thanks for sharing your thoughts #2402,No,None,None,Social Media
237,fvck th4t n0ise #8599,Yes,Offensive Language,Offensive Language,Social Media
142,fvck th4t n0ise #9287,Yes,Offensive Language,Offensive Language,Social Media
689,We should consider multiple viewpoints #308,No,None,None,Social Media
215,B!tch please... not happening #2559,Yes,Offensive Language,Offensive Language,Social Media
543,Let's keep the conversation respectful #87,No,None,None,Social Media
989,Thanks for sharing your thoughts #259,No,None,None,Social Media
715,Thanks for sharing your thoughts #152,No,None,None,Social Media
935,Let's keep the conversation respectful #8840,No,None,None,Social Media
136,What the hell were they thinking??? #9078,Yes,Offensive Language,Offensive Language,Social Media
425,smh people are so fn stupid these days #7184,Yes,Offensive Language,Offensive Language,Social Media
582,Let's keep the conversation respectful #1643,No,None,None,Social Media
298,lmao what kind of sh!tty take is that #9328,Yes,Offensive Language,Offensive Language,Social Media
111,He's being a total a**hole rn #7499,Yes,Offensive Language,Offensive Language,Social Media
998,We should consider multiple viewpoints #8080,No,None,None,Social Media
17,lmao what kind of sh!tty take is that #7713,Yes,Offensive Language,Offensive Language,Social Media
39,Get the f*** out of here with that nonsense #2486,Yes,Offensive Language,Offensive Language,Social Media
230,What the hell were they thinking??? #170,Yes,Offensive Language,Offensive Language,Social Media
349,th1s 1s s0 dum8 #2205,Yes,Offensive Language,Offensive Language,Social Media
238,b1tch pls ur wr0ng #1237,Yes,Offensive Language,Offensive Language,Social Media
30,That's some bull$hit right there #3442,Yes,Offensive Language,Offensive Language,Social Media
245,You're full of sh*t dude #3575,Yes,Offensive Language,Offensive Language,Social Media
690,I think this makes sense #8087,No,None,None,Social Media
223,ngl this is pretty damn stupid imo #2208,Yes,Offensive Language,Offensive Language,Social Media
955,I think this makes sense #2313,No,None,None,Social Media
141,Stop being such a d*ck about it #996,Yes,Offensive Language,Offensive Language,Social Media
608,Let's keep the conversation respectful #8676,No,None,None,Social Media
548,We should consider multiple viewpoints #2661,No,None,None,Social Media
325,Stop being such a d*ck about it #2474,Yes,Offensive Language,Offensive Language,Social Media
462,fvck th4t n0ise #3494,Yes,Offensive Language,Offensive Language,Social Media
574,I agree with your analysis #2909,No,None,None,Social Media
500,d4mn son thats cr4zy #1600,Yes,Offensive Language,Offensive Language,Social Media
811,This is a thoughtful point #8893,No,None,None,Social Media
659,I appreciate your perspective on this topic #6681,No,None,None,Social Media
504,I think this makes sense #5007,No,None,None,Social Media
